,Year,Length,Title,Genre,Actor,Actress,Director,Popularity,Awards,Image
207,1989,125,Black Rain,Action,"Douglas, Michael","Capshaw, Kate","Scott, Ridley",73,No,"NicholasCage.png,,"
208,1963,138,8 1/2,Drama,"Mastroianni, Marcello","Cardinale, Claudia","Fellini, Federico",80,Yes,"NicholasCage.png,,"
209,1935,64,One Frightened Night,Horror,"Ford, Wallace","Carlisle, Mary","Cabanne, Christy",33,No,"NicholasCage.png,,"
210,1988,103,"Year My Voice Broke, The",Drama,"Taylor, Noah","Carmen, Loene","Duigan, John",71,No,"NicholasCage.png,"
211,1966,175,Is Paris Burning?,War,"Belmondo, Jean-Paul","Caron, Leslie","Cl�ment, Ren�",63,No,"NicholasCage.png,,"
212,1974,313,QB VII,Drama,"Hopkins, Anthony","Caron, Leslie","Gries, Tom",28,Yes,"AnthonyHopkins.png,,"
213,1977,104,"Island of Dr. Moreau, The",Horror,"Lancaster, Burt","Carrera, Barbara","Taylor, Don",54,No,"burtLancaster.png,"
214,1983,104,Beyond the Limit,Drama,"Caine, Michael","Carrillo, Elpidia","Mackenzie, John",51,No,"NicholasCage.png,,"
215,1936,84,Secret Agent,Mystery,"Lorre, Peter","Carroll, Madeleine","Hitchcock, Alfred",50,No,"alfredHitchcock.png,,"
216,1972,71,"Big Bust Out, The",Action,"Kendall, Tony","Carter, Karen","Theumer, Ernst R. von",50,No,"NicholasCage.png,"
217,1987,119,"Fourth Protocol, The",Mystery,"Caine, Michael","Cassidy, Joanna","Mackenzie, John",14,No,"NicholasCage.png,"
218,1990,107,Gremlins 2: The New Batch,Comedy,"Galligan, Zach","Cates, Phoebe","Dante, Joe",61,No,"NicholasCage.png,,"
219,1982,92,Fast Times at Ridgemont High,Comedy,"Penn, Sean","Cates, Phoebe","Heckerling, Amy",65,No,"NicholasCage.png,,"
220,1977,91,Rabid,Horror,"Moore, Frank","Chambers, Marilyn","Cronenberg, David",34,No,"NicholasCage.png,,"
221,1989,90,"Vampire Raiders, Ninja Queen",Action,"Peterson, Chris","Chan, Agnes","Lambert, Bruce",15,No,"NicholasCage.png,"
222,1943,99,Destroyer,Action,"Robinson, Edward G.","Chapman, Marguerite","Seiter, William A.",87,No,"NicholasCage.png,,"
223,1992,99,Party Girl,Comedy,"Taylor, Robert","Charisse, Cyd","Ray, Nicholas",85,No,"NicholasCage.png,,"
224,1989,113,Twin Peaks,Mystery,"MacLachlan, Kyle","Chen, Joan","Lynch, David",86,No,"kyle.png,,"
225,1987,103,Moonstruck,Comedy,"Cage, Nicholas",Cher,"Jewison, Norman",6,Yes,"NicholasCage.png,,,"
226,1987,119,"Witches of Eastwick, The",Comedy,"Nicholson, Jack",Cher,"Miller, George",8,No,"NicholasCage.png,,"
227,1979,128,Moonraker,Action,"Moore, Roger","Chiles, Lois","Gilbert, Lewis",32,No,"NicholasCage.png,,"
228,1984,106,Beat Street,Drama,"Davis, Guy","Chong, Rae Dawn","Lathan, Stan",72,No,"NicholasCage.png,,"
229,1989,90,Never on Tuesday,Drama,"Lauer, Andrew","Christian, Claudia","Rifkin, Adam",77,No,"NicholasCage.png,,"
230,1975,109,Shampoo,Comedy,"Beatty, Warren","Christie, Julie","Ashby, Hal",69,Yes,"NicholasCage.png,,"
231,1985,111,Power,Drama,"Hackman, Gene","Christie, Julie","Lumet, Sidney",43,No,"NicholasCage.png,,"
232,1965,122,Darling,Drama,"Harvey, Laurence","Christie, Julie","Schlesinger, John",44,Yes,"NicholasCage.png,,"
233,1963,120,"Ugly American, The",Drama,"Brando, Marlon","Church, Sandra","Englund, George",63,No,"brando.png,"
234,1931,68,Ambassador Bill,Comedy,"Rogers, Will","Churchill, Marguerite","Taylor, Sam",66,No,"NicholasCage.png,,"
235,1931,110,"Big Trail, The",Western,"Wayne, John","Churchill, Marguerite","Walsh, Raoul",22,No,"johnWayne.png,"
236,1967,111,Hombre,Western,"Newman, Paul","Cilento, Diane","Ritt, Martin",50,No,"paulNewman.png,,"
237,1968,103,Coogan's Bluff,Action,"Eastwood, Clint","Clark, Susan","Siegel, Don",57,No,"clintEastwood.png,,"
238,1989,91,Penn & Teller Get Killed,Comedy,"Penn, Jillette","Clarke, Caitlin","Penn, Arthur",12,No,"NicholasCage.png,,"
239,1987,118,Shy People,Drama,"Philbin, John","Clayburgh, Jill","Konchalovsky, Andrei",7,No,"NicholasCage.png,,"
240,1980,91,It's My Turn,Comedy,"Douglas, Michael","Clayburgh, Jill","Weill, Claudia",0,No,"NicholasCage.png,,"
241,1988,119,Dangerous Liaisons,Drama,"Malkovich, John","Close, Glenn","Frears, Stephen",77,No,"MichellePfeiffer.png,,"
242,1990,111,Reversal of Fortune,Drama,"Irons, Jeremy","Close, Glenn","Schroeder, Barbet",73,Yes,"NicholasCage.png,,"
243,1991,119,Meeting Venus,Comedy,"Arestrup, Niels","Close, Glenn","Szab�, Istv�n",74,No,"NicholasCage.png,,"
244,1987,101,Like Father Like Son,Comedy,"Cameron, Kirk","Colin, Margaret","Daniel, Rod",20,No,"NicholasCage.png,,"
245,1948,81,Rope,Drama,"Stewart, James","Collier, Constance","Hitchcock, Alfred",39,No,"alfredHitchcock.png,,"
246,1962,91,Road to Hong Kong,Comedy,"Hope, Bob","Collins, Joan","Panama, Norman",37,No,"NicholasCage.png,,"
247,1989,108,Shirley Valentine,Comedy,"Conti, Tom","Collins, Pauline","Gilbert, Lewis",51,No,"NicholasCage.png,,"
248,1992,135,City of Joy,Drama,"Swayze, Patrick","Collins, Pauline","Joffe, Roland",87,No,"NicholasCage.png,,"
249,1966,99,"Appaloosa, The",Western,"Brando, Marlon","Comer, Anjanette","Furie, Sidney J.",15,No,"brando.png,"
250,1986,88,Seven Minutes in Heaven,Comedy,"Thames, Byron","Connelly, Jennifer","Feferman, Linda",49,No,"NicholasCage.png,,"
251,1991,96,"Hearts of Darkness, A Filmmaker's Apocalypse",Drama,"Bottoms, Sam","Coppola, Eleanor","Bahr, Fax",72,No,"NicholasCage.png,"
252,1961,66,Tonight for Sure,Comedy,"Lee, Karla","Cornell, Laura","Coppola, Francis Ford",4,No,"NicholasCage.png,,"
253,1990,110,"White Hunter, Black Heart",Adventure,"Eastwood, Clint","Cornwell, Charlotte","Eastwood, Clint",66,No,"clintEastwood.png,"
254,1962,110,Sundays & Cybele,Drama,"Kruger, Hardy","Courcel, Nicole","Bourguignon, Serge",11,Yes,"NicholasCage.png,,"
255,1989,90,Puppet Master,Science Fiction,"LeMat, Paul","Crampton, Barbara","Schmoeller, David",20,No,"NicholasCage.png,,"
256,1991,95,Night Gallery,Horror,"McDowall, Roddy","Crawford, Joan","Spielberg, Steven",31,No,"NicholasCage.png,,"
257,1989,103,Pet Sematary,Horror,"Gwynne, Fred","Crosby, Denise","Lambert, Mary",27,No,"NicholasCage.png,,"
258,1992,60,"America's Music, Gospel",Music,"Phipps, Wentley","Crouch, Sandra","Walton, Kip",13,No,"NicholasCage.png,"
259,1977,123,Slap Shot,Comedy,"Newman, Paul","Crouse, Lindsay","Hill, George Roy",82,No,"paulNewman.png,,"
260,1987,109,O. C. & Stiggs,Comedy,"Jenkins, Daniel H.","Curtin, Jane","Altman, Robert",3,No,"NicholasCage.png,,"
261,1988,108,A Fish Called Wanda,Comedy,"Cleese, John","Curtis, Jamie Lee","Crichton, Charles",7,Yes,"NicholasCage.png,,"
262,1954,96,A Lesson in Love,Comedy,"Bj�rnstrand, Gunnar","Dahlbeck, Eva","Bergman, Ingmar",48,No,"Bergman.png,,"
263,1957,82,Brink of Life,Drama,"Josephson, Erland","Dahlbeck, Eva","Bergman, Ingmar",57,No,"Bergman.png,,"
264,1986,120,Betty Blue,Drama,"Anglade, Jean-Hughes","Dalle, B�atrice","Beineix, Jean-Jacques",71,No,"NicholasCage.png,,"
265,1979,122,Hair,Music,"Savage, John","D'Angelo, Beverly","Forman, Milos",67,No,"NicholasCage.png,,"
266,1989,97,National Lampoon's Christmas Vacation,Comedy,"Chase, Chevy","D'Angelo, Beverly","S, Jeremiah",81,No,"NicholasCage.png,,"
267,1974,124,"Dersu Uzala, (The Hunter)",Adventure,"Solomin, Yuri","Danilchenko, Svetlana","Kurosawa, Akira",81,Yes,"NicholasCage.png,"
268,1990,106,Alice,Comedy,"Baldwin, Alec","Danner, Blythe","Allen, Woody",22,No,"woody.png,,"
269,1980,90,"Fifth Floor, The",Mystery,"Hopkins, Bo","D'Arbanville, Patti","Avedis, Howard Hikmet",74,No,"NicholasCage.png,"
270,1990,94,Snow Kill,Drama,"Knox, Terence","D'Arbanville, Patti","Wright, Thomas J.",35,No,"NicholasCage.png,,"
271,1971,74,"People, The",Drama,"Shatner, William","Darby, Kim","Coppola, Francis Ford",36,No,"NicholasCage.png,"
272,1969,128,True Grit,Western,"Wayne, John","Darby, Kim","Hathaway, Henry",77,Yes,"johnWayne.png,,"
273,1942,18,"Battle of Midway, The",War,"Crisp, Donald","Darwell, Jane","Ford, John",75,No,"johnFord.png,"
274,1948,103,Three Godfathers,Western,"Wayne, John","Darwell, Jane","Ford, John",72,No,"johnWayne.png,,"
275,1965,133,"Hush, Hush, Sweet Charlotte",Mystery,"Cotten, Joseph","Davis, Bette","Aldrich, Robert",68,No,NicholasCage.png
276,1946,110,A Stolen Life,Drama,"Ford, Glenn","Davis, Bette","Bernhardt, Curtis",20,No,"glennFord.png,,"
277,1939,96,"Old Maid, The",Drama,"Brent, George","Davis, Bette","Goulding, Edmund",18,No,"NicholasCage.png,"
278,1950,138,All about Eve,Drama,"Sanders, George","Davis, Bette","Mankiewicz, Joseph L.",23,Yes,"NicholasCage.png,,"
279,1986,96,"Fly, The",Horror,"Goldblum, Jeff","Davis, Geena","Cronenberg, David",33,No,"NicholasCage.png,"
280,1990,89,Quick Change,Comedy,"Murray, Bill","Davis, Geena","Franklin, Howard ",24,No,"NicholasCage.png,,"
281,1988,93,"Lair of the White Worm, The",Horror,"Grant, Hugh","Davis, Sammi","Russell, Ken",16,No,"NicholasCage.png,"
282,1989,104,"Rainbow, The",Drama,"Hemmings, David","Davis, Sammi","Russell, Ken",53,No,"NicholasCage.png,"
283,1956,120,"Man Who Knew Too Much, The",Mystery,"Stewart, James","Day, Doris","Hitchcock, Alfred",15,No,"alfredHitchcock.png,"
284,1992,90,Beauty & the Beast,Science Fiction,"Marais, Jean","Day, Josette","Cocteau, Jean",14,No,"NicholasCage.png,,"
285,1940,120,Foreign Correspondent,Mystery,"McCrea, Joel","Day, Laraine","Hitchcock, Alfred",61,No,"alfredHitchcock.png,,"
286,1949,115,"Heiress, The",Drama,"Richardson, Ralph","De Havilland, Olivia","Wyler, William",81,Yes,"NicholasCage.png,"
287,1986,120,"Boy Who Could Fly, The",Drama,"Underwood, Jay","Deakins, Lucy","Castle, Nick",25,No,"NicholasCage.png,"
288,1975,89,"Terrorists, The",Action,"Connery, Sean","Dean, Isabel","Wrede, Caspar",4,No,"seanConnery.png,"
289,1942,85,Wheel of Fortune,Drama,"Wayne, John","Dee, Frances","Auer, John H.",36,No,"johnWayne.png,,"
290,1989,120,Do the Right Thing,Drama,"Aiello, Danny","Dee, Ruby","Lee, Spike",5,No,"NicholasCage.png,,"
291,1990,93,"Court-Martial of Jackie Robinson, The",Drama,"Braugher, Andre","Dee, Ruby","Peerce, Larry",33,No,"NicholasCage.png,"
292,1967,90,Elvira Madigan,Drama,"Berggren, Thommy","Degermark, Pia","Widerberg, Bo",28,No,"NicholasCage.png,,"
293,1992,86,Hurricane Smith,Action,"Weathers, Carl","Delaney, Cassandra","Budds, Colin",16,No,"NicholasCage.png,,"
294,1983,99,Risky Business,Comedy,"Cruise, Tom","DeMornay, Rebecca","Brickman, Paul",28,No,"NicholasCage.png,,"
295,1980,103,I Love All of You (Je Vous Aime),Drama,"Depardieu, G�rard","Deneuve, Catherine","Berri, Claude",40,No,"NicholasCage.png,,"
296,1986,108,Love Songs,Drama,"Lambert, Christopher","Deneuve, Catherine","Chouraqui, Elie",15,No,"NicholasCage.png,,"
297,1983,114,Le Choix des Armes,Mystery,"Montand, Yves","Deneuve, Catherine","Comeau, Alain",15,No,"NicholasCage.png,,"
298,1981,135,Choice of Arms,Action,"Montand, Yves","Deneuve, Catherine","Corneau, Alan",87,No,"NicholasCage.png,,"
299,1977,107,March or Die,War,"Hackman, Gene","Deneuve, Catherine","Richards, Dick",59,No,"NicholasCage.png,,"
300,1980,135,"Last Metro, The",Drama,"Depardieu, G�rard","Deneuve, Catherine","Truffaut, Fran�ois",66,No,"NicholasCage.png,"
301,1986,120,Jean de Florette,Drama,"Montand, Yves","Depardieu, Elizabeth","Berri, Claude",87,Yes,"NicholasCage.png,,"
302,1989,127,Fat Man & Little Boy,Drama,"Newman, Paul","Dern, Laura","Joffe, Roland",86,No,"paulNewman.png,,"
303,1990,125,Wild at Heart,Drama,"Cage, Nicolas","Dern, Laura","Lynch, David",6,No,"NicholasCage.png,,"
304,1989,113,Family Business,Action,"Connery, Sean","DeSoto, Rosana","Lumet, Sidney",5,No,"seanConnery.png,,"
305,1988,103,Stand & Deliver,Drama,"Olmos, Edward James","DeSoto, Rosana","Menendez, Ramon",19,No,"NicholasCage.png,,"
306,1981,94,Looker,Science Fiction,"Finney, Albert","Dey, Susan","Crichton, Michael",62,No,"NicholasCage.png,,"
307,1989,89,Fire & Rain,Action,"Haid, Charles","Dickinson, Angie","Jameson, Jerry",10,No,"NicholasCage.png,,"
308,1940,83,Seven Sinners,Drama,"Wayne, John","Dietrich, Marlene","Garnett, Tay",24,No,"johnWayne.png,,"
309,1961,190,Judgment at Nuremberg,Drama,"Tracy, Spencer","Dietrich, Marlene","Kramer, Stanley",39,Yes,"spencerTracy.png,,"
310,1987,130,Wings of Desire,Drama,"Ganz, Bruno","Dommartin, Solveig","Wenders, Wim",71,No,"NicholasCage.png,,"
311,1991,158,Until the End of the World,Drama,"Hurt, William","Dommartin, Solveig","Wenders, Wim",57,No,"NicholasCage.png,,"
312,1987,118,Castaway,Drama,"Reed, Oliver","Donohoe, Amanda","Roeg, Nicolas",41,No,"NicholasCage.png,,"
313,1991,99,Delicatessen,Comedy,"Benezech, Pascal","Dougnac, Marie-Laure","Caro, Marc",78,No,"NicholasCage.png,,"
314,1979,110,"Great Train Robbery, The",Mystery,"Connery, Sean","Down, Lesley-Anne","Crichton, Michael",7,No,"seanConnery.png,"
315,1991,110,Hanover Street,Drama,"Ford, Harrison","Down, Lesley-Anne","Hyams, Peter",81,No,"NicholasCage.png,,"
316,1991,102,Hunchback,Drama,"Hopkins, Anthony","Down, Lesley-Anne","Tuchner, Michael",33,No,"AnthonyHopkins.png,,"
317,1946,97,My Darling Clementine,Western,"Fonda, Henry","Downs, Cathy","Ford, John",12,No,"johnFord.png,,"
318,1950,86,Wagon Master,Western,"Johnson, Ben","Dru, Joanne","Ford, John",30,No,"johnFord.png,,"
319,1949,93,She Wore a Yellow Ribbon,Western,"Wayne, John","Dru, Joanne","Ford, John",84,No,"johnWayne.png,,"
320,1985,90,Fantasy Man,Comedy,"Hopkins, Harold","Drynan, Jeanie","Meagher, John",82,No,"NicholasCage.png,,"
321,1986,87,Monster in the Closet,Comedy,"Grant, Donald","DuBarry, Denise","Dahlin, Bob",39,No,"NicholasCage.png,,"
322,1992,85,Double Edge,Drama,"Eban, Abba","Dunaway, Faye","Kollek, Amos",69,No,"clintEastwood.png,,"
323,1976,116,Network,Comedy,"Finch, Peter","Dunaway, Faye","Lumet, Sidney",48,Yes,"NicholasCage.png,,"
324,1974,131,Chinatown,Drama,"Nicholson, Jack","Dunaway, Faye","Polanski, Roman",55,Yes,"JackNicholson.png,,"
325,1975,117,Three Days of the Condor,Drama,"Redford, Robert","Dunaway, Faye","Pollack, Sydney",87,No,"NicholasCage.png,,"
326,1977,134,Voyage of the Damned,Drama,"Sydow, Max von","Dunaway, Faye","Rosenberg, Stuart",34,No,"NicholasCage.png,,"
327,1987,97,Barfly,Drama,"Rourke, Mickey","Dunaway, Faye","Schroeder, Barbet",23,No,"NicholasCage.png,,"
328,1947,118,Life with Father,Comedy,"Powell, William","Dunne, Irene","Curtiz, Michael",10,No,"NicholasCage.png,,"
329,1974,117,Stavisky,Drama,"Belmondo, Jean-Paul","Duperey, Anny","Resnais, Alain",1,No,"NicholasCage.png,,"
330,1981,117,Time Bandits,Comedy,"Cleese, John","Duvall, Shelley","Gilliam, Terry",5,No,"NicholasCage.png,,"
331,1980,144,"Shining, The",Horror,"Nicholson, Jack","Duvall, Shelley","Kubrick, Stanley",32,No,"JackNicholson.png,"
332,1945,91,Flame of Barbary Coast,Western,"Wayne, John","Dvorak, Ann","Kane, Joseph",54,No,"johnWayne.png,,"
333,1979,92,"Brood, The",Horror,"Reed, Oliver","Eggar, Samantha","Cronenberg, David",51,No,"NicholasCage.png,"
334,1970,123,"Molly Maguires, The",Action,"Connery, Sean","Eggar, Samantha","Ritt, Martin",3,No,"seanConnery.png,"
335,1984,105,Beverly Hills Cop,Comedy,"Murphy, Eddie","Eilbacher, Lisa","Brest, Martin",41,No,"NicholasCage.png,,"
336,1991,86,Blind Man's Bluff,Mystery,"Urich, Robert","Eilbacher, Lisa","Quinn, James",64,No,"NicholasCage.png,,"
337,1961,140,La Dolce Vita,Drama,"Mastroianni, Marcello","Ekberg, Anita","Fellini, Federico",20,No,"NicholasCage.png,,"
338,1966,103,After the Fox,Comedy,"Sellers, Peter","Ekland, Britt","De Sica, Vittorio",60,No,"NicholasCage.png,,"
339,1974,127,"Man with the Golden Gun, The",Action,"Moore, Roger","Ekland, Britt","Hamilton, Guy",41,No,"NicholasCage.png,"
340,1985,96,Marbella,Action,"Taylor, Rod","Ekland, Britt","Hermoso, Miguel",45,No,"NicholasCage.png,,"
341,1967,103,"Bobo, The",Comedy,"Sellers, Peter","Ekland, Britt","Parrish, Robert",80,No,"NicholasCage.png,"
342,1992,97,Killer Image.,Mystery,"Ironside, Michael","Errickson, Krista","Winning, David",8,No,"NicholasCage.png,,"
343,1987,94,Kandyland,Drama,"Laulette, Charles","Evenson, Kim","Schnitzer, Robert Allen",41,No,"NicholasCage.png,,"
344,1987,94,Campus Man,Drama,"Dye, John","Fairchild, Morgan","Casden, Ron",38,No,"NicholasCage.png,,"
345,1956,101,Jubal,Drama,"Ford, Glenn","Farr, Felicia","Daves, Delmer",32,No,"glennFord.png,,"
346,1985,84,"Purple Rose of Cairo, The",Comedy,"Aiello, Danny","Farrow, Mia","Allen, Woody",20,Yes,"woody.png,"
347,1984,85,Broadway Danny Rose,Comedy,"Allen, Woody","Farrow, Mia","Allen, Woody",14,No,"woody.png,,"
348,1992,108,Husbands & Wives,Comedy,"Allen, Woody","Farrow, Mia","Allen, Woody",80,No,"woody.png,,"
349,1986,103,Hannah & Her Sisters,Comedy,"Caine, Michael","Farrow, Mia","Allen, Woody",8,Yes,"woody.png,,"
350,1979,115,Hurricane,Action,"Robards, Jason","Farrow, Mia","Troell, Jan",8,No,"NicholasCage.png,,"
351,1986,95,Between Two Women,Drama,"Nouri, Michael","Fawcett, Farrah","Avnet, John",52,No,"NicholasCage.png,,"
352,1981,96,"Cannonball Run, The",Comedy,"Reynolds, Burt","Fawcett, Farrah","Needham, Hal",80,No,"NicholasCage.png,"
353,1936,70,Doughnuts & Society,Comedy,"Nugent, Eddie","Fazenda, Louise","Collins, Lewis D.",28,No,"NicholasCage.png,,"
354,1978,450,Holocaust,Drama,"Bottoms, Joseph","Feldshuh, Tovah","Chomsky, Marvin J.",1,No,"NicholasCage.png,,"
355,1990,103,Meridian,Science Fiction,"Jamieson, Malcolm","Fenn, Sherilyn","Band, Charles",47,No,"NicholasCage.png,,"
356,1992,90,Diary of a Hitman,Drama,"Whitaker, Forest","Fenn, Sherilyn","London, Roy",67,No,"NicholasCage.png,,"
357,1988,95,Gor,Action,"Reed, Oliver","Ferratti, Rebecca","Kiersch, Fritz",2,No,"NicholasCage.png,,"
358,1987,95,Surrender,Comedy,"Caine, Michael","Field, Sally","Belson, Jerry",84,No,"NicholasCage.png,,"
359,1984,112,Places in the Heart,Drama,"Harris, Ed","Field, Sally","Benton, Robert",83,Yes,"NicholasCage.png,,"
360,1991,106,Not Without My Daughter,Drama,"Molina, Alfred","Field, Sally","Gilbert, Brian",55,No,"NicholasCage.png,,"
361,1977,113,Heroes,Drama,"Winkler, Henry","Field, Sally","Kagan, Jeremy Paul",17,No,"NicholasCage.png,,"
362,1981,116,Absence of Malice,Drama,"Newman, Paul","Field, Sally","Pollack, Sydney",76,No,"paulNewman.png,,"
363,1979,110,Norma Rae,Drama,"Bridges, Beau","Field, Sally","Ritt, Martin",64,Yes,"NicholasCage.png,,"
364,1989,118,Steel Magnolias,Drama,"Skerritt, Tom","Field, Sally","Ross, Herbert",66,No,"NicholasCage.png,,"
365,1989,101,"Burbs, The",Comedy,"Hanks, Tom","Fisher, Carrie","Dante, Joe",42,No,"NicholasCage.png,"
366,1980,124,"Empire Strikes Back, The",Science Fiction,"Hamill, Mark","Fisher, Carrie","Kershner, Irvin",33,No,"NicholasCage.png,"
367,1977,121,Star Wars,Science Fiction,"Hamill, Mark","Fisher, Carrie","Lucas, George",44,No,"NicholasCage.png,,"
368,1983,132,Return of the Jedi,Science Fiction,"Hamill, Mark","Fisher, Carrie","Marquand, Richard",4,No,"NicholasCage.png,,"
369,1991,104,Hear My Song,Drama,"Dunbar, Adrian","Fitzgerald, Tara","Chelsom, Peter",72,No,"NicholasCage.png,,"
370,1956,99,Slightly Scarlet,Action,"Payne, John","Fleming, Rhonda","Dwan, Allan",52,No,"NicholasCage.png,,"
371,1957,120,Gunfight at the OK Corral,Western,"Lancaster, Burt","Fleming, Rhonda","Sturges, John",84,No,"burtLancaster.png,,"
372,1990,89,Bloodsucking Pharaohs in Pittsburgh,Comedy,"Dengel, Jake","Fletcher, Suzanne","Smithey, Alan",79,No,"NicholasCage.png,,"
373,1972,129,Roma,Drama,"Gonzales, Peter","Florence, Fiona","Fellini, Federico",75,No,"NicholasCage.png,,"
374,1979,122,"China Syndrome, The",Drama,"Douglas, Michael","Fonda, Jane","Bridges, James",43,No,"NicholasCage.png,"
375,1986,100,"Morning After, The",Mystery,"Bridges, Jeff","Fonda, Jane","Lumet, Sidney",6,No,"NicholasCage.png,"
376,1971,114,Klute,Drama,"Sutherland, Donald","Fonda, Jane","Pakula, Alan J.",15,Yes,"NicholasCage.png,,"
377,1979,113,"Electric Horseman, The",Comedy,"Redford, Robert","Fonda, Jane","Pollack, Sydney",34,No,"NicholasCage.png,"
378,1965,97,Cat Ballou,Comedy,"Marvin, Lee","Fonda, Jane","Silverstein, Elliot",62,Yes,"NicholasCage.png,,"
379,1940,130,Rebecca,Drama,"Olivier, Laurence","Fontaine, Joan","Hitchcock, Alfred",78,Yes,"alfredHitchcock.png,,"
380,1944,96,Jane Eyre,Drama,"Welles, Orson","Fontaine, Joan","Stevenson, Robert",44,No,"NicholasCage.png,,"
381,1973,87,Stacey!,Action,"Randall, Anne","Ford, Anitra","Sidaris, Andy",31,No,"NicholasCage.png,,"
382,1992,85,Naked Obsession,Mystery,"Katt, William","Ford, Maria","Golden, Dan",26,No,"NicholasCage.png,,"
383,1989,83,"Stripped to Kill II, Live Girls",Mystery,"Lottimer, Ed","Ford, Maria","Ruben, Katt Shea",80,No,"NicholasCage.png,"
384,1990,94,"Rain Killer, The",Mystery,"Sharkey, Ray","Ford, Maria","Stein, Ken",10,No,"NicholasCage.png,"
385,1983,95,Valley Girl,Comedy,"Cage, Nicolas","Foreman, Deborah","Coolidge, Martha",30,No,"NicholasCage.png,,"
386,1991,118,"Silence of the Lambs, The",Mystery,"Hopkins, Anthony","Foster, Jodie","Demme, Jonathan",8,Yes,"AnthonyHopkins.png,"
387,1988,98,Stealing Home,Drama,"Harmon, Mark","Foster, Jodie","Kampmann, Steven ",76,No,"NicholasCage.png,,"
388,1972,92,Napoleon & Samantha,Comedy,"Douglas, Michael","Foster, Jodie","McEveety, Bernard",33,No,"NicholasCage.png,,"
389,1989,103,My Left Foot,Drama,"Day-Lewis, Daniel","Fricker, Brenda","Sheridan, Jim",32,Yes,"NicholasCage.png,,"
390,1987,92,Back to the Beach,Comedy,"Avalon, Frankie","Funicello, Annette","Hobbs, Lyndall",45,No,"NicholasCage.png,,"
391,1934,85,"Painted Veil, The",Drama,"Marshall, Herbert","Garbo, Greta","Boleslawski, Richard",57,No,"gretaGarbo.png,"
